StrainID	Species	Old ID	StrainInfo doi	Phylum	Family	Growth atm.	Recommended medium for growth	Incubation time	Risk Group	Geographic location	Host disease status	Host age class	Sample material	Date of isolation (JJJJ-MM-DD)	genome_md5	assembly_qual	genome_length	number_contig	N50	number_contig_below_1kb	max_contig_length	coverage	assembly_software	compl_score	compl_software	contam_score	contam_software	trnas	trna_ext_software	adapters_file	plasmid_length	is_compl_grtr_90	is_contam_less_5	is_coverage_grtr_10	are_contigs_less_100	is_N50_grtr_25kb	is_max_contig_grtr_100kb	is_trnas_grtr_18	is_SSU_grtr_0	is_LSU_grtr_0	is_5S_grtr_0	assembly_date	workflow_version	sequencing_technology
CLA-AA-H185	Maccoya intestinihominis	H2-Clx-9	10.60712/SI-ID414284.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar;BHI agar; YCFA agar; WCA agar; BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-06-04	2b743c78d868b13804a5a577a59dfcac	High-quality draft	2847260	47	183261	320	384635	386	SPAdes	97.41	checkm	0.45	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	2341	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H186	Roseburia inulinivorans	H2-Clx-18	10.60712/SI-ID414122.1	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-06-04	4980cc6fd927c2e086938972a8913bcd	Manual review: are_contigs_less_100	4388561	148	91684	374	287678	501	SPAdes	99.52	checkm	1.29	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H187	Blautia fusiformis	H2-Clx-26	10.60712/SI-ID414123.1	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-06-04	1e0ffde744a87defbac8d7cd5b3258ef	Manual review: is_trnas_grtr_18	3299022	41	154242	138	351652	290	SPAdes	99.37	checkm	0.32	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	21493	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H188	Hominicoprocola fusiformis	H2-Clx-29	10.60712/SI-ID414124.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-06-04	4b03d3362957283b7773f00e2e68c426	Manual review: are_contigs_less_100, is_trnas_grtr_18	2969409	148	49816	149	120220	360	SPAdes	98.66	checkm	0	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H190	Coprococcus intestinihominis	H2-Clx-40	10.60712/SI-ID414125.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-06-04	3a77391b844d06c7d580045a42b7f17e	Manual review: are_contigs_less_100, is_N50_grtr_25kb, is_max_contig_grtr_100kb	3604728	551	10738	1021	42882	259	SPAdes	98.43	checkm	2.52	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	20255	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H191	Lachnospira rogosae	H2-Clx-54	10.60712/SI-ID414285.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-06-04	031a858a8aa48a110aca700a483f6308	Manual review: is_trnas_grtr_18	3052344	29	244960	116	370005	640	SPAdes	98.43	checkm	0	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	2114	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H192	Faecousia faecis	H2-Clx-57	10.60712/SI-ID414286.1	Bacillota	Oscillospiraceae	Anaerobe	YCFA agar;mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-06-04	1edc4b2b4add066ae344140c4c80b25b	Manual review: are_contigs_less_100, is_N50_grtr_25kb	2980004	281	22302	377	146701	229	SPAdes	93.29	checkm	0	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	23094;3448	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H193	Barnesiella intestinihominis	H2-Clx-61	10.60712/SI-ID414126.1	Bacteroidota	Barnesiellaceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-06-04	18b51245eb54fa086e598a1967e44f5d	High-quality draft	3490979	20	323687	29	635418	277	SPAdes	99.62	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H194	Dialister invisus	H2-Clx-62	10.60712/SI-ID414127.1	Bacillota	Veillonellaceae	Anaerobe	mGAM Blood agar;mGAM	1-3 days	2	Germany	Healthy	Adult	feces	2020-06-04	078b5e778793f48975ea9f58b2ae40d1	High-quality draft	1843760	26	202298	110	542603	159	SPAdes	98.1	checkm	0.63	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H195	Eubacterium ventriosum	H2-Clx-64	10.60712/SI-ID414128.1	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	2	Germany	Healthy	Adult	feces	2020-06-04	3d4be4bf92fe124bacf23887e5fe5017	Manual review: is_trnas_grtr_18	2617539	46	123405	75	298901	317	SPAdes	99.33	checkm	0	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H197	Paratractidigestivibacter faecalis	H3-YCFA-1	10.60712/SI-ID414129.1	Actinomycetota	Atopobiaceae	Anaerobe	YCFA	1-3 days	2	Germany	Healthy	Adult	feces	2020-07-20	3daeb59beb56d08fb1c15cab281ba8be	High-quality draft	2187381	44	105206	309	208053	425	SPAdes	99.19	checkm	3.23	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5816	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H198	Bifidobacterium bifidum	H3-Clx-15	10.60712/SI-ID402859.2	Actinomycetota	Bifidobacteriaceae	Anaerobe	WCA	1-3 days	1	Germany	Healthy	Adult	feces	2020-07-20	b82d0f392c9cee4ad0a08cd66e0571d3	High-quality draft	2182765	27	167222	11	403497	278	SPAdes	99.54	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H199	Intestinimonas aquisgranensis	H3-BHI4-B2	10.60712/SI-ID414131.1	Bacillota	Oscillospiraceae	Anaerobe	BHI	1-3 days	2	Germany	Healthy	Adult	feces	2020-07-20	e045e537c48a5f04caf35010ce7ba1c8	Manual review: are_contigs_less_100	3724641	278	28277	319	120599	158	SPAdes	98.66	checkm	0.34	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H2	Veillonella parvula	TC-Ery-DP-B(a)	10.60712/SI-ID414132.1	Bacillota	Veillonellaceae	Anaerobe	WCA	1-3 days	2	Germany	Healthy	Adult	feces	2019-07-25	b70d007b3364e82252c964bc7ed781e5	High-quality draft	2075051	15	431353	43	844658	590	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H201	Desulfovibrio piger	H3-Clx-29	10.60712/SI-ID414133.1	Desulfobacterota	Desulfovibrionaceae	Anaerobe	mGAM;WCA	1-3 days	1	Germany	Healthy	Adult	feces	2020-07-20	db140e1f6d3833bacba7aa3fb35251bc	Manual review: are_contigs_less_100	2737451	119	52117	170	189490	396	SPAdes	99.29	checkm	0.59	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H202	Anaerobutyricum hallii	H3-Clx-33	10.60712/SI-ID414134.1	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-07-20	4fc5b35eaa14ab1d89b57520fbcaeca8	Manual review: are_contigs_less_100, is_trnas_grtr_18	3301602	130	53961	261	153383	579	SPAdes	99.33	checkm	0.67	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	14587;5671	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H203	Peptoniphilus lacrimalis	H3-Clx-4	10.60712/SI-ID414135.1	Bacillota	Peptoniphilaceae	Anaerobe	BHI	1-3 days	2	Germany	Healthy	Adult	feces	2020-07-20	80cac7617b7a05fc1e1dfa19749f740b	Manual review: is_trnas_grtr_18	1778916	33	157334	284	287759	2088	SPAdes	99.3	checkm	0	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H204	Roseburia amylophila	H3-GB4-E11	10.60712/SI-ID398455.2	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-07-20	4a89de737f79028b42c5c4202b94f421	Manual review: is_trnas_grtr_18	3038265	82	69236	166	192497	195	SPAdes	99.52	checkm	1.22	checkm	15	tRNAscan-SE	resources/NexteraPE-PE.fa	3691	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H205	Anaerostipes caccae	TC-BifiC-GAM-H	10.60712/SI-ID414137.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2018-05-07	e703b30ad39bef7992157d211852e718	High-quality draft	4037530	24	623242	70	839053	393	SPAdes	99.33	checkm	4.16	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H206	Lawsonibacter asaccharolyticus	H3-Clx-27	10.60712/SI-ID414287.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM;WCA	1-3 days	2	Germany	Healthy	Adult	feces	2020-07-20	d491f7bf91f12473012bc3a823f4fa2d	High-quality draft	3390956	84	107597	164	261914	260	SPAdes	97.99	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H207	Bacteroides hominis	H4-Clx-6	10.60712/SI-ID408047.2	Bacteroidota	Bacteroidaceae	Anaerobe	BHI	1-3 days	2	Germany	Healthy	Adult	feces	2020-09-25	e2303df2d26d2779aaa933ea8dc10d83	Manual review: are_contigs_less_100	5180564	154	81929	422	179677	106	SPAdes	99.26	checkm	0	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H208	Phocaeicola vulgatus	H4-Clx-13	10.60712/SI-ID414288.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	d201bb7a031e14254e6115498e29bc8f	Manual review: are_contigs_less_100	4906037	171	69366	348	196200	524	SPAdes	99.25	checkm	0.38	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5128	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H209	Roseburia amylophila	H4-Clx-17	10.60712/SI-ID414139.1	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	c7157ced3624aed967cf98a2781a5a10	Manual review: are_contigs_less_100, is_trnas_grtr_18	3166259	113	87361	337	243020	197	SPAdes	99.52	checkm	1.27	checkm	15	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H210	Bifidobacterium longum	H4-Clx-18	10.60712/SI-ID414289.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	mGAM;YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	ac0427d432238704234c85441d7e770a	High-quality draft	2649006	82	72374	150	252104	541	SPAdes	100	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	10255	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H211	Faecalibacillus faecis	H4-Clx-31	10.60712/SI-ID414140.1	Bacillota	Coprobacillaceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	27a3d7c68d429d6bb1e54ad56a5e66d5	High-quality draft	2693411	92	70531	170	161528	382	SPAdes	99.06	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H212	Coprococcus hominis	H4-Clx-36	10.60712/SI-ID397357.2	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	c901d838e3dfa785d01c55a0db8de5ff	Manual review: is_trnas_grtr_18	2894614	42	160987	79	575245	213	SPAdes	98.66	checkm	0	checkm	18	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H213	Oliverpabstia intestinalis	H4-Clx-45	10.60712/SI-ID414142.1	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-09-25	dae62f6655506456e821201ffb630fef	Manual review: are_contigs_less_100, is_trnas_grtr_18	3949158	255	38862	581	105215	141	SPAdes	99.37	checkm	2.74	checkm	16	tRNAscan-SE	resources/NexteraPE-PE.fa	6403	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H214	Bacteroides cellulosilyticus	H4-B7	10.60712/SI-ID414290.1	Bacteroidota	Bacteroidaceae	Anaerobe	BHI; WCA; mGAM	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	d8b8aa084829a37c785ca458c98008cb	High-quality draft	6984192	86	143448	157	670846	274	SPAdes	99.26	checkm	0.45	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H215	Hominifimenecus microfluidus	H4-B8	10.60712/SI-ID406422.2	Bacillota	Lachnospiraceae	Anaerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	c266cd8a858ed1b4549bc94da7b0e8e1	Manual review: are_contigs_less_100	3985210	272	47753	972	117385	155	SPAdes	98.21	checkm	0.63	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H216	Ruminococcoides intestinale	H4-B3-C9	10.60712/SI-ID414291.1	Bacillota	Oscillospiraceae	Anaerobe	mGAM;BHI	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	022593ce132e25f3407cb437c9773427	Manual review: is_trnas_grtr_18	2336138	16	498880	41	793727	573	SPAdes	99.33	checkm	1.68	checkm	18	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H217	Blautia fusiformis	H4-GB2	10.60712/SI-ID406123.2	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	0fa89822c20603552791d79cbf0e1e12	Manual review: are_contigs_less_100, is_trnas_grtr_18	3474269	107	73282	386	162110	174	SPAdes	99.37	checkm	0.32	checkm	18	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H218	Bacteroides uniformis	H4-GB2-C4	10.60712/SI-ID414292.1	Bacteroidota	Bacteroidaceae	Anaerobe	mGAM Blood agar	1-3 days	2	Germany	Healthy	Adult	feces	2020-09-25	760db7c0f44c59dff04f6eefe4dea472	High-quality draft	4573851	65	164356	72	365817	288	SPAdes	99.26	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-19	v7.1-1-gcb5a66c	Illumina Nextseq
CLA-AA-H219	Flavonifractor plautii	H4-GB3-B8	10.60712/SI-ID414293.1	Bacillota	Oscillospiraceae	Anaerobe	BHI;mGAM Blood agar	1-3 days	2	Germany	Healthy	Adult	feces	2020-09-25	4176d30fb55802b60e1aa56e6002c5f4	Manual review: are_contigs_less_100	5004739	187	71736	140	187666	209	SPAdes	99.33	checkm	1.34	checkm	20	tRNAscan-SE	resources/NexteraPE-PE.fa	7610	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2023-08-06	v7.1	Illumina MiSeq
CLA-AA-H220	Hominimerdicola aceti	H4-GB4	10.60712/SI-ID402450.2	Bacillota	Oscillospiraceae	Anaerobe	mGAM Blood agar	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	4e5aff505a4564b35e80847baad17d56	Manual review: are_contigs_less_100, is_trnas_grtr_18	2917721	148	47399	260	165936	270	SPAdes	98.63	checkm	0	checkm	17	tRNAscan-SE	resources/NexteraPE-PE.fa	48979	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H222	Faecalibacterium prausnitzii	H4-YC-5	10.60712/SI-ID414146.1	Bacillota	Oscillospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	d66643086582af83b8ebe77a9297a254	High-quality draft	3245101	60	195687	262	637075	664	SPAdes	100	checkm	0	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H223	Faecalibacterium duncaniae	H4-YC-6	10.60712/SI-ID403956.2	Bacillota	Oscillospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	de7a30711df739bca3ba864d361c0b5d	Manual review: are_contigs_less_100	2956951	195	53220	489	233084	197	SPAdes	100	checkm	0	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	3540	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H224	Anthropogastromicrobium aceti	H4-YC-8	10.60712/SI-ID403525.2	Bacillota	Lachnospiraceae	Anaerobe	YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2020-09-25	33cc7d68123dbec37d1750924b5ede96	Manual review: are_contigs_less_100, is_trnas_grtr_18	3701619	171	53175	853	124771	195	SPAdes	98.73	checkm	1.58	checkm	18	tRNAscan-SE	resources/NexteraPE-PE.fa	5022	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H225	Eisenbergiella tayi	BifiC-GAM-D	10.60712/SI-ID414149.1	Bacillota	Lachnospiraceae	Anaerobe	mGAM Blood agar; YCFA; BHI	1-3 days	1	Germany	Healthy	Adult	feces	2018-05-07	7f266d4f3dc0efa898edb4c0a30dc826	Manual review: are_contigs_less_100	7671397	183	96399	320	435891	139	SPAdes	98.85	checkm	4.31	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H226	Hungatella hathewayi	TC-S/U-1-D	10.60712/SI-ID414294.1	Bacillota	Lachnospiraceae	Anaerobe	WCA;BHI;mGAM;YCFA	1-3 days	1	Germany	Healthy	Adult	feces	2018-08-14	02787a6c932c4250c07a473497435f43	Manual review: are_contigs_less_100	6751782	191	101293	321	585191	145	SPAdes	99.37	checkm	0.95	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H227	Robertmurraya yapensis	SCP-B-3	10.60712/SI-ID414150.1	Bacillota	Bacillaceae	Aerobe	BHI	1-3 days	1	Germany	Healthy	Adult	feces	2018-05-04	f9b96086e25255929ecc55cdba46655b	High-quality draft	4741722	84	166270	1670	527028	425	SPAdes	98.85	checkm	2.13	checkm	19	tRNAscan-SE	resources/NexteraPE-PE.fa	2470	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1-3-g95da734	Illumina MiSeq
CLA-AA-H228	Staphylococcus hominis	SCP-A-5	10.60712/SI-ID414295.1	Bacillota	Staphylococcaceae	Anaerobe	BHI	1-3 days	2	Germany	Healthy	Adult	feces	2018-05-04	44ceb52a51f2d012a9f4c88d41812d78	Manual review: are_contigs_less_100	2432666	301	94178	2362	226081	971	SPAdes	99.17	checkm	4.19	checkm	19	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H229	Enterococcus faecalis	SCP-BHI2-B11	10.60712/SI-ID414151.1	Bacillota	Enterococcaceae	Anaerobe	BHI;mGAM;WCA;YCFA	1-3 days	2	Germany	Healthy	Adult	feces	2018-05-04	33fdad125c59db689e0f2785263abce6	Manual review: are_contigs_less_100, is_N50_grtr_25kb	2970892	264	24821	166	113711	99	SPAdes	99.63	checkm	0.5	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	5121	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H23	Bacteroides thetaiotaomicron	TC-Ery-SP-F	10.60712/SI-ID414296.1	Bacteroidota	Bacteroidaceae	Anaerobe	WCA	1-3 days	2	Germany	Healthy	Adult	feces	2019-07-25	896bcbbde120207d8ed82c6b5065c2d8	High-quality draft	6139352	75	195146	153	432498	201	SPAdes	99.41	checkm	0.08	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2024-01-21	v7.1-3-g0a89ce3	Illumina Nextseq
CLA-AA-H230	Bifidobacterium adolescentis	TC-MRS-2-C	10.60712/SI-ID414152.1	Actinomycetota	Bifidobacteriaceae	Anaerobe	MRS	1-3 days	1	Germany	Healthy	Adult	feces	2018-08-10	451e10fe8945e8b48c62d2aba17ad197	High-quality draft	2260501	35	180294	38	353389	457	SPAdes	99.32	checkm	0.45	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H231	Enterocloster citroniae	TC-S/U-1-G(B)	10.60712/SI-ID414153.1	Bacillota	Lachnospiraceae	Anaerobe	WCA;BHI	1-3 days	2	Germany	Healthy	Adult	feces	2018-08-14	b538f27ce9c580cb40eaf58ddd13dcf3	High-quality draft	6126385	81	242760	143	741716	130	SPAdes	99.37	checkm	0	checkm	20	tRNAscan-SE	resources/TruSeq3-PE-2.fa	4735	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2022-12-15	v6.1	Illumina Nextseq
CLA-AA-H232	Hominilimicola fabiformis	H1-B4-C11	10.60712/SI-ID402630.2	Bacillota	Oscillospiraceae	Anaerobe	BHI	1-3 days	Unknown	Germany	Healthy	Adult	feces	2020-11-08	6668854501b41dfaacf40063330182d8	Manual review: is_trnas_grtr_18	3088526	90	96180	228	287312	306	SPAdes	97.99	checkm	1.34	checkm	17	tRNAscan-SE	resources/NexteraPE-PE.fa	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2022-12-16	v6.1-3-g95da734	Illumina MiSeq
